Time,GENE_gfp,M_10fthf_c,M_13dpg_c,M_2ddg6p_c,M_2pg_c,M_3pg_c,M_4abz_c,M_4adochor_c,M_5mthf_c,M_5pbdra,M_6pgc_c,M_6pgl_c,M_78dhf_c,M_78mdp_c,M_ac_c,M_accoa_c,M_actp_c,M_adp_c,M_aicar_c,M_air_c,M_akg_c,M_ala_L_c,M_ala_L_c_tRNA_c,M_amp_c,M_arg_L_c,M_arg_L_c_tRNA_c,M_asn_L_c,M_asn_L_c_tRNA_c,M_asp_L_c,M_asp_L_c_tRNA_c,M_atp_c,M_cadav_c,M_cair_c,M_cdp_c,M_chor_c,M_cit_c,M_clasp_c,M_cmp_c,M_co2_c,M_coa_c,M_ctp_c,M_cys_L_c,M_cys_L_c_tRNA_c,M_dhap_c,M_dhf_c,M_e4p_c,M_etoh_c,M_f6p_c,M_faicar_c,M_fdp_c,M_fgam_c,M_fgar_c,M_for_c,M_fum_c,M_g1p_c,M_g3p_c,M_g6p_c,M_gaba_c,M_gar_c,M_gdp_c,M_glc_D_c,M_gln_L_c,M_gln_L_c_tRNA_c,M_glu_L_c,M_glu_L_c_tRNA_c,M_glx_c,M_gly3p_c,M_gly_L_c,M_gly_L_c_tRNA_c,M_glycoA_c,M_gmp_c,M_gtp_c,M_h2o2_c,M_h2o_c,M_h2s_c,M_h_c,M_hco3_c,M_his_L_c,M_his_L_c_tRNA_c,M_hx_c,M_icit_c,M_ile_L_c,M_ile_L_c_tRNA_c,M_imp_c,M_indole_c,M_lac_D_c,M_leu_L_c,M_leu_L_c_tRNA_c,M_lys_L_c,M_lys_L_c_tRNA_c,M_mal_L_c,M_maltodextrin3_c,M_maltodextrin4_c,M_maltodextrin5_c,M_maltodextrin6_c,M_maltose_c,M_met_L_c,M_met_L_c_tRNA_c,M_methf_c,M_mglx_c,M_mlthf_c,M_mql8_c,M_mqn8_c,M_nad_c,M_nadh_c,M_nadp_c,M_nadph_c,M_nh3_c,M_o2_c,M_oaa_c,M_omp_c,M_or_c,M_pep_c,M_phe_L_c,M_phe_L_c_tRNA_c,M_pi_c,M_ppi_c,M_pro_L_c,M_pro_L_c_tRNA_c,M_prop_c,M_prpp_c,M_pyr_c,M_q8_c,M_q8h2_c,M_r5p_c,M_ru5p_D_c,M_s7p_c,M_saicar_c,M_ser_L_c,M_ser_L_c_tRNA_c,M_succ_c,M_succoa_c,M_thf_c,M_thr_L_c,M_thr_L_c_tRNA_c,M_trp_L_c,M_trp_L_c_tRNA_c,M_tyr_L_c,M_tyr_L_c_tRNA_c,M_udp_c,M_ump_c,M_utp_c,M_val_L_c,M_val_L_c_tRNA_c,M_xmp_c,M_xu5p_D_c,OPEN_GENE_gfp,PROTEIN_gfp,RIBOSOME,RIBOSOME_START_gfp,RNAP,mRNA_gfp,tRNA_c,M_co2_e,M_h_e,M_o2_e,gfp_e,INDUCER
7.83,4.989211061057933e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3597368743793767,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830461851291396,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5652005480323046,0.0752,1.37,1.1051506401085374,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7548657601959018,0.6908023773806026,0.0,177.7815939024988,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.3519022935848604,0.04704995296897516,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8101936588750226,1.7835565211937459,1.892766667,0.0,0.0,0.181,1.078893894206554e-8,0.0,0.00215,0.0,6.748921106105801e-5,0.0005739498068936065,10000.0,0.0,100000.0,100000.0,0.0,3.498921106105788e-5
7.84,4.989210996068429e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.360370701728697,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830435791629523,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5652168136662918,0.0752,1.37,1.1051510716676873,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7548740362733793,0.6908023563575965,0.0,177.00628338998803,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.3432237050736826,0.047050132040101784,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102035947009739,1.7835592085155914,1.892766667,0.0,0.0,0.181,1.0789003931569204e-8,0.0,0.00215,0.0,6.748921099606851e-5,0.0005739614044944539,10000.0,0.0,100000.0,100000.0,0.0,3.4989210996068375e-5
7.85,4.989210931328946e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.361002372243734,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830410094421867,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.565232944595643,0.0752,1.37,1.1051514985321524,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7548822461342073,0.6908023356532939,0.0,176.23792446929724,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.3346215100110155,0.04705031034041914,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.810213451090824,1.7835618678464733,1.892766667,0.0,0.0,0.181,1.0789068671052317e-8,0.0,0.00215,0.0,6.748921093132902e-5,0.0005739729146855791,10000.0,0.0,100000.0,100000.0,0.0,3.498921093132889e-5
7.86,4.989210866840129e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3616318931889375,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.4883038475463233,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5652489419461657,0.0752,1.37,1.105151920753046,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7548903903160855,0.6908023152629318,0.0,175.47645480611908,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.326095035905692,0.047050487869687956,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102232286859511,1.7835644994780133,1.892766667,0.0,0.0,0.181,1.0789133159869453e-8,0.0,0.00215,0.0,6.74892108668402e-5,0.000573984338125692,10000.0,0.0,100000.0,100000.0,0.0,3.4989210866840075e-5
7.87,4.989210802602605e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3622592718048696,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830359767293813,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5652648068342163,0.0752,1.37,1.1051523383809287,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7548984693522931,0.6908022951818172,0.0,174.72181262229702,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.317643616157954,0.04705066462770022,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102329281225215,1.7835671036988154,1.892766667,0.0,0.0,0.181,1.0789197397392783e-8,0.0,0.00215,0.0,6.748921080260269e-5,0.0005739956754685573,10000.0,0.0,100000.0,100000.0,0.0,3.498921080260255e-5
7.88,4.989210738616986e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3628845153082847,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830335127507146,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.56528054036679,0.0752,1.37,1.1051527514658162,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549064837717292,0.6908022754053254,0.0,173.9739366902375,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.309266590001465,0.047050840614279284,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102425500315378,1.7835696807945018,1.892766667,0.0,0.0,0.181,1.0789261383012278e-8,0.0,0.00215,0.0,6.748921073861706e-5,0.000574006927363035,10000.0,0.0,100000.0,100000.0,0.0,3.498921073861693e-5
7.89,4.989210674883862e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3635076308922023,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830310830439866,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5652961436416108,0.0752,1.37,1.1051531600571842,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549144340989551,0.6908022559288987,0.0,173.23276632732248,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.3009633024453358,0.047051015829280014,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102520950388864,1.7835722310477489,1.892766667,0.0,0.0,0.181,1.0789325116135919e-8,0.0,0.00215,0.0,6.748921067488394e-5,0.0005740180944531214,10000.0,0.0,100000.0,100000.0,0.0,3.498921067488381e-5
7.9,4.989210611403921e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.364128625725507,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.4883028687136223,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5653116177454076,0.0752,1.37,1.1051535642038013,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549223208533941,0.6908022367480889,0.0,172.4982415083311,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.29273310541888,0.04705119027256587,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102615637644431,1.783574754737445,1.892766667,0.0,0.0,0.181,1.0789388596076487e-8,0.0,0.00215,0.0,6.748921061140401e-5,0.0005740291773772605,10000.0,0.0,100000.0,100000.0,0.0,3.4989210611403866e-5
7.91,4.98921054817769e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3647475069541057,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830263245562266,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.565326963758095,0.0752,1.37,1.1051539639541326,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549301445512717,0.6908022178584581,0.0,171.7703025935387,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.284575354999387,0.0470513639440609,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102709568242473,1.783577252140709,1.892766667,0.0,0.0,0.181,1.0789451822307723e-8,0.0,0.00215,0.0,6.748921054817777e-5,0.000574040176770032,10000.0,0.0,100000.0,100000.0,0.0,3.4989210548177634e-5
7.92,4.989210485205726e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.365364281700189,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830239948407783,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5653421827497818,0.0752,1.37,1.105154359356047,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549379057042266,0.6908021992556507,0.0,171.04889052376663,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.2764894133990223,0.047051536843710745,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102802748289482,1.783579723531431,1.892766667,0.0,0.0,0.181,1.07895147942717e-8,0.0,0.00215,0.0,6.748921048520581e-5,0.0005740510932609508,10000.0,0.0,100000.0,100000.0,0.0,3.4989210485205674e-5
7.93,4.9892104224885766e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3659789570624845,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.4883021697533152,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5653572757815257,0.0752,1.37,1.1051547504568886,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549456048196616,0.6908021809353767,0.0,170.33394677138685,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.2684746484644362,0.04705170897149125,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102895183841984,1.7835821691806342,1.892766667,0.0,0.0,0.181,1.0789577511420756e-8,0.0,0.00215,0.0,6.748921042248867e-5,0.0005740619274747768,10000.0,0.0,100000.0,100000.0,0.0,3.498921042248852e-5
7.94,4.9892103600267755e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.3665915401163513,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.48830194321828674,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5653722439054891,0.0752,1.37,1.1051551373034916,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549532424008154,0.6908021628934089,0.0,169.62541333050694,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.260530433575699,0.04705188032740934,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8102986880907361,1.7835845893565394,1.892766667,0.0,0.0,0.181,1.0789639973221757e-8,0.0,0.00215,0.0,6.748921036002686e-5,0.0005740726800315825,10000.0,0.0,100000.0,100000.0,0.0,3.498921036002672e-5
7.95,4.989210297820842e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,2.367202037913853,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.4883017198345588,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.5653870881650238,0.0752,1.37,1.105155519942184,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.7549608189468019,0.6908021451255811,0.0,168.92323271168775,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,2.252656147591429,0.0470520509115031,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.8103077845444304,1.783586984324601,1.892766667,0.0,0.0,0.181,1.078970217915602e-8,0.0,0.00215,0.0,6.748921029782092e-5,0.0005740833515467911,10000.0,0.0,100000.0,100000.0,0.0,3.498921029782079e-5
