Time,GENE_gfp,M_10fthf_c,M_13dpg_c,M_2ddg6p_c,M_2pg_c,M_3pg_c,M_4abz_c,M_4adochor_c,M_5mthf_c,M_5pbdra,M_6pgc_c,M_6pgl_c,M_78dhf_c,M_78mdp_c,M_ac_c,M_accoa_c,M_actp_c,M_adp_c,M_aicar_c,M_air_c,M_akg_c,M_ala_L_c,M_ala_L_c_tRNA_c,M_amp_c,M_arg_L_c,M_arg_L_c_tRNA_c,M_asn_L_c,M_asn_L_c_tRNA_c,M_asp_L_c,M_asp_L_c_tRNA_c,M_atp_c,M_cadav_c,M_cair_c,M_cdp_c,M_chor_c,M_cit_c,M_clasp_c,M_cmp_c,M_co2_c,M_coa_c,M_ctp_c,M_cys_L_c,M_cys_L_c_tRNA_c,M_dhap_c,M_dhf_c,M_e4p_c,M_etoh_c,M_f6p_c,M_faicar_c,M_fdp_c,M_fgam_c,M_fgar_c,M_for_c,M_fum_c,M_g1p_c,M_g3p_c,M_g6p_c,M_gaba_c,M_gar_c,M_gdp_c,M_glc_D_c,M_gln_L_c,M_gln_L_c_tRNA_c,M_glu_L_c,M_glu_L_c_tRNA_c,M_glx_c,M_gly3p_c,M_gly_L_c,M_gly_L_c_tRNA_c,M_glycoA_c,M_gmp_c,M_gtp_c,M_h2o2_c,M_h2o_c,M_h2s_c,M_h_c,M_hco3_c,M_his_L_c,M_his_L_c_tRNA_c,M_hx_c,M_icit_c,M_ile_L_c,M_ile_L_c_tRNA_c,M_imp_c,M_indole_c,M_lac_D_c,M_leu_L_c,M_leu_L_c_tRNA_c,M_lys_L_c,M_lys_L_c_tRNA_c,M_mal_L_c,M_maltodextrin3_c,M_maltodextrin4_c,M_maltodextrin5_c,M_maltodextrin6_c,M_maltose_c,M_met_L_c,M_met_L_c_tRNA_c,M_methf_c,M_mglx_c,M_mlthf_c,M_mql8_c,M_mqn8_c,M_nad_c,M_nadh_c,M_nadp_c,M_nadph_c,M_nh3_c,M_o2_c,M_oaa_c,M_omp_c,M_or_c,M_pep_c,M_phe_L_c,M_phe_L_c_tRNA_c,M_pi_c,M_ppi_c,M_pro_L_c,M_pro_L_c_tRNA_c,M_prop_c,M_prpp_c,M_pyr_c,M_q8_c,M_q8h2_c,M_r5p_c,M_ru5p_D_c,M_s7p_c,M_saicar_c,M_ser_L_c,M_ser_L_c_tRNA_c,M_succ_c,M_succoa_c,M_thf_c,M_thr_L_c,M_thr_L_c_tRNA_c,M_trp_L_c,M_trp_L_c_tRNA_c,M_tyr_L_c,M_tyr_L_c_tRNA_c,M_udp_c,M_ump_c,M_utp_c,M_val_L_c,M_val_L_c_tRNA_c,M_xmp_c,M_xu5p_D_c,OPEN_GENE_gfp,PROTEIN_gfp,RIBOSOME,RIBOSOME_START_gfp,RNAP,mRNA_gfp,tRNA_c,M_co2_e,M_h_e,M_o2_e,gfp_e,INDUCER
2.73,4.9896741513149605e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.4992964238130766,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5117845619006847,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4232587972088748,0.0752,1.37,1.094656446406196,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6872165900778182,0.69380881897649,0.0,8637.048287804608,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,90.92742147845341,0.04690202682947795,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7323451311795071,1.729991548141478,1.892766667,0.0,0.0,0.181,1.0325848685038714e-8,0.0,0.00215,0.0,6.7489674151315e-5,0.0005025988730131789,10000.0,0.0,100000.0,100000.0,0.0,3.498967415131494e-5
2.74,4.989665763886856e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5027712300007938,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5114582837075488,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.424485713044354,0.0752,1.37,1.0947711263359208,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6878004008846571,0.6937640731339394,0.0,8560.425480305581,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,90.13907056925264,0.046902319114298686,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7330004376558985,1.730552230368655,1.892766667,0.0,0.0,0.181,1.033423611314291e-8,0.0,0.00215,0.0,6.74896657638869e-5,0.0005031482569924281,10000.0,0.0,100000.0,100000.0,0.0,3.498966576388684e-5
2.75,4.989657689768047e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5062349718509707,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5111365359428183,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4257020849458761,0.0752,1.37,1.094884557911854,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6883791478155378,0.6937199929615288,0.0,8484.489688849228,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,89.35765899589903,0.046902612091639054,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7336502512745753,1.7311070720358734,1.892766667,0.0,0.0,0.181,1.0342310231951599e-8,0.0,0.00215,0.0,6.748965768976809e-5,0.000503693498499561,10000.0,0.0,100000.0,100000.0,0.0,3.498965768976803e-5
2.76,4.989649600729944e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5096876808496333,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5108192557985992,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4269080042129998,0.0752,1.37,1.0949967548082449,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6889528757065895,0.6936765686597037,0.0,8409.234753121747,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,88.58312567236035,0.046902905373343975,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7342946186241351,1.731656134073017,1.892766667,0.0,0.0,0.181,1.0350399270054708e-8,0.0,0.00215,0.0,6.748964960072998e-5,0.0005042346282478476,10000.0,0.0,100000.0,100000.0,0.0,3.4989649600729924e-5
2.77,4.9896419115237515e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.513129388422945,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5105063812058575,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4281035613487292,0.0752,1.37,1.0951077304489314,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.689521628988294,0.6936337904488891,0.0,8334.654568047665,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,87.81541005028676,0.046903199056513904,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.734933585892898,1.7321994766735482,1.892766667,0.0,0.0,0.181,1.035808847624717e-8,0.0,0.00215,0.0,6.748964191152379e-5,0.0005047716773654205,10000.0,0.0,100000.0,100000.0,0.0,3.498964191152373e-5
2.78,4.989634659934543e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5165601259426618,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.510197850839636,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4292888460540336,0.0752,1.37,1.0952174979850178,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.69008545168477,0.6935916485534388,0.0,8260.743084454236,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,87.05445212549238,0.04690349369404492,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7355671988680779,1.7327371592639247,1.892766667,0.0,0.0,0.181,1.0365340065454757e-8,0.0,0.00215,0.0,6.748963465993458e-5,0.0005053046775282537,10000.0,0.0,100000.0,100000.0,0.0,3.4989634659934524e-5
2.79,4.9896284358118705e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5199799247171852,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5098936042398056,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4304639472609924,0.0752,1.37,1.0953260704705017,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6906443874284244,0.6935501333849824,0.0,8187.494306301276,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,86.30019241137762,0.046903789717855436,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7361955029493946,1.7332692407103472,1.892766667,0.0,0.0,0.181,1.0371564188127321e-8,0.0,0.00215,0.0,6.748962843581191e-5,0.0005058336599008302,10000.0,0.0,100000.0,100000.0,0.0,3.498962843581185e-5
2.8,4.9896239411470415e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.523388815995806,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5095935817222615,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4316289531272346,0.0752,1.37,1.0954334607703087,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.691198479458541,0.693509235438894,0.0,8114.902291286928,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,85.55257194477954,0.04690408775665403,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7368185431477533,1.7337957792191383,1.892766667,0.0,0.0,0.181,1.0376058852956937e-8,0.0,0.00215,0.0,6.748962394114708e-5,0.0005063586557114223,10000.0,0.0,100000.0,100000.0,0.0,3.4989623941147026e-5
2.81,4.989621298611115e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5267868309686958,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.509297724547388,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.432783951039461,0.0752,1.37,1.0955396816904581,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6917477706230534,0.6934689454546854,0.0,8042.961150601005,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,84.81153228356716,0.04690438804653603,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7374363640869943,1.734316832469089,1.892766667,0.0,0.0,0.181,1.0378701388882263e-8,0.0,0.00215,0.0,6.748962129861114e-5,0.0005068796954281567,10000.0,0.0,100000.0,100000.0,0.0,3.4989621298611097e-5
2.82,4.9896178004320264e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.530174000766203,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5090059755461606,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.433929027610988,0.0752,1.37,1.0956447464421162,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6922923033764604,0.6934292549950685,0.0,7971.665049057188,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,84.0770155077185,0.04690468833783582,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7380490100023211,1.7348324580734535,1.892766667,0.0,0.0,0.181,1.0382199567971117e-8,0.0,0.00215,0.0,6.748961780043206e-5,0.0005073968057958323,10000.0,0.0,100000.0,100000.0,0.0,3.498961780043201e-5
2.83,4.989613738119927e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.5335503564590294,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5087182774952735,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4350642687168274,0.0752,1.37,1.0957486674858945,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.692832119800213,0.6933901549844242,0.0,7901.008202664437,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,83.34896419658834,0.046904989157930475,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7386565247583033,1.7353427124510459,1.892766667,0.0,0.0,0.181,1.0386261880070514e-8,0.0,0.00215,0.0,6.748961373811995e-5,0.0005079100172662679,10000.0,0.0,100000.0,100000.0,0.0,3.498961373811991e-5
2.84,4.989607865769862e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.536915929057865,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.5084345743539675,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4361897594791957,0.0752,1.37,1.0958514574302418,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.693367261593737,0.693351636837256,0.0,7830.984879612599,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,82.62732143796565,0.04690528973151374,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.7392589518412572,1.7358476517129238,1.892766667,0.0,0.0,0.181,1.039213423013575e-8,0.0,0.00215,0.0,6.748960786576989e-5,0.0005084193582444721,10000.0,0.0,100000.0,100000.0,0.0,3.4989607865769845e-5
2.85,4.989600819562003e-6,0.0,0.0165,0.0,0.0918,6.12540218007279,0.0,0.0,0.0,0.0,0.016681827213516,0.0,0.0,0.0,25.9255391111111,0.196526666666667,1.07,0.7965461028149,0.0,0.0,0.390902589657131,3.057083333,0.0,1.54027074950901,1.742066667,0.0,0.732083333,0.0,1.684433333,0.0,0.508154810665895,0.0,0.0,0.202160661300444,0.0,0.002475905047875,0.0,1.4373055842711566,0.0752,1.37,1.0959531285909938,0.125033333,0.0,3.06,0.0,0.038087158609818,0.0,0.029223321159843,0.0,3.64342489758374,0.0,0.0,0.0,0.575481519275778,0.0,2.194359885413,0.045794166353884,0.0,0.0,0.145815640978631,0.002034885447452,0.276016667,0.0,104.3866667,0.0,0.0,0.376776333333333,2.055666667,0.0,0.0,0.6938977700740724,0.6933136919052016,0.0,7761.589399786614,0.0,100000.0,0.0,1.743616667,0.0,0.0,0.003332625288528,1.5016,0.0,0.272,0.0,2.1335490438458,1.5048,0.0,1.164433333,0.0,2.5482468105652,0.0,0.0,0.0,3.0e-5,0.318515684774292,1.54955,0.0,0.0,0.0,0.0,0.0,0.0,0.051550666666667,0.063028093647548,0.013776,0.005857984521586,0.0,1000.0,0.02310699323129,0.0,0.0,3.44226311498977,1.607833333,0.0,81.91203082319667,0.04690559009681138,1.756166667,0.0,0.0,0.258,5.81292243656448,0.0,0.0,0.055402981394952,0.035171753206554,0.006378622722433,0.0,1.364916667,0.0,5.68248099036394,0.233,0.0,1.591416667,0.0,2.475933333,0.0,1.684316667,0.0,0.211656085820291,0.73985633435945,1.7363473312268891,1.892766667,0.0,0.0,0.181,1.0399180437994836e-8,0.0,0.00215,0.0,6.748960081956203e-5,0.0005089248578963911,10000.0,0.0,100000.0,100000.0,0.0,3.4989600819561976e-5
